State,Crop,Category,Season,Sowing,Harvesting,Duration
Chhattisgarh,Marigold (Pusa Narangi),Flower,Misc,June-July,Sept-Oct,55-95 days
Chhattisgarh,Marigold (Pusa Basanti),Flower,Misc,June-July,Sept-Oct,55-95 days
Chhattisgarh,Minor Crop Variant 285,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 286,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 287,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 288,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 289,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 290,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 291,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 292,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 293,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 294,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 295,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 296,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 297,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 298,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 299,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 300,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 301,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 302,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 303,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 304,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 305,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 306,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 307,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 308,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 309,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 310,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 311,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 312,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 313,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 314,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 315,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 316,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 317,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 318,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 319,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 320,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 321,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 322,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 323,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 324,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 325,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 326,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 327,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 328,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 329,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 330,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 331,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 332,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 333,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 334,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 335,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 336,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 337,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 338,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 339,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 340,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 341,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 342,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 343,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 344,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 345,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 346,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 347,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 348,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 349,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 350,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 351,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 352,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 353,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 354,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 355,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 356,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 357,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 358,Misc,Misc,June-July,Oct-Nov,90-120 days
Chhattisgarh,Minor Crop Variant 359,Misc,Misc,June-July,Oct-Nov,90-120 days
Goa,Rice,Cereal,Kharif,June-July,Oct-Nov,120-150 days
Goa,Wheat,Cereal,Rabi,Oct-Nov,March-April,130-150 days
Goa,Maize,Cereal,Kharif,June-July,Sept-Oct,90-110 days
Goa,Jowar,Cereal,Kharif,June-July,Oct-Nov,100-120 days
Goa,Bajra,Cereal,Kharif,June-July,Sept-Oct,80-100 days
Goa,Ragi,Cereal,Kharif,June-July,Oct-Nov,110-130 days
Goa,Barley,Cereal,Rabi,Oct-Nov,March-April,120-140 days
Goa,Small Millets,Cereal,Kharif,June-July,Sept-Oct,90-110 days
Goa,Kodo Millet,Cereal,Kharif,June-July,Oct-Nov,100-120 days
Goa,Barnyard Millet,Cereal,Kharif,June-July,Sept-Oct,90-100 days
Goa,Foxtail Millet,Cereal,Kharif,June-July,Aug-Sept,80-90 days
Goa,Proso Millet,Cereal,Zaid,March-April,May-June,60-75 days
Goa,Little Millet,Cereal,Kharif,June-July,Sept-Oct,85-105 days
Goa,Oats,Cereal,Rabi,Oct-Nov,Feb-March,120-150 days
Goa,Gram,Pulse,Rabi,Oct-Nov,Feb-March,130-150 days
Goa,Tur,Pulse,Kharif,June-July,Dec-Jan,160-200 days
Goa,Moong,Pulse,Kharif,June-July,Aug-Sept,60-90 days
Goa,Urad,Pulse,Kharif,June-July,Aug-Sept,70-90 days
Goa,Masur,Pulse,Rabi,Oct-Nov,Feb-March,120-140 days
Goa,Peas,Pulse,Rabi,Oct-Nov,Jan-Feb,90-120 days
Goa,Horse Gram,Pulse,Kharif,Aug-Sept,Nov-Dec,120-150 days
Goa,Cowpea,Pulse,Kharif,June-July,Sept-Oct,80-100 days
Goa,Rajma,Pulse,Rabi,Oct-Nov,Feb-March,110-130 days
Goa,Moth Bean,Pulse,Kharif,June-July,Sept-Oct,90-110 days
Goa,Lathyrus,Pulse,Rabi,Oct-Nov,Feb-March,120-140 days
Goa,Guar,Pulse,Kharif,June-July,Oct-Nov,100-120 days
Goa,Groundnut,Oilseed,Kharif,June-July,Oct-Nov,100-120 days
Goa,Mustard,Oilseed,Rabi,Oct-Nov,Feb-March,110-130 days
Goa,Soybean,Oilseed,Kharif,June-July,Sept-Oct,95-115 days
Goa,Sunflower,Oilseed,Zaid,Jan-Feb,May-June,90-110 days
Goa,Sesamum,Oilseed,Kharif,June-July,Sept-Oct,80-100 days
Goa,Linseed,Oilseed,Rabi,Oct-Nov,Feb-March,120-150 days
Goa,Castor,Oilseed,Kharif,June-July,Dec-Jan,150-180 days
Goa,Safflower,Oilseed,Rabi,Oct-Nov,March-April,150-180 days
Goa,Niger,Oilseed,Kharif,July-Aug,Nov-Dec,110-130 days
Goa,Potato,Vegetable,Rabi,Oct-Nov,Jan-Feb,90-120 days
Goa,Onion,Vegetable,Rabi,Oct-Nov,March-April,140-160 days
Goa,Tomato,Vegetable,Kharif,June-July,Sept-Oct,110-130 days
Goa,Brinjal,Vegetable,Kharif,June-July,Oct-Nov,120-150 days
Goa,Chilli,Vegetable,Kharif,June-July,Oct-Nov,150-180 days
Goa,Cabbage,Vegetable,Rabi,Sept-Oct,Dec-Jan,90-120 days
Goa,Cauliflower,Vegetable,Rabi,Sept-Oct,Nov-Dec,90-120 days
Goa,Okra,Vegetable,Kharif,June-July,Aug-Sept,90-110 days
Goa,Bottle Gourd,Vegetable,Kharif,June-July,Aug-Sept,90-120 days
Goa,Bitter Gourd,Vegetable,Kharif,June-July,Aug-Sept,90-110 days
Goa,Radish,Vegetable,Rabi,Oct-Nov,Dec-Jan,50-70 days
Goa,Carrot,Vegetable,Rabi,Oct-Nov,Jan-Feb,90-110 days
Goa,Garlic,Vegetable,Rabi,Oct-Nov,March-April,150-170 days
Goa,Ginger,Vegetable,Kharif,April-May,Dec-Jan,240-270 days
Goa,Turmeric,Vegetable,Kharif,May-June,Jan-Feb,210-270 days
Goa,Mango,Fruit,Perennial,June-July,April-June,120-150 days
Goa,Banana,Fruit,Perennial,June-July,Year-round,300-360 days
Goa,Citrus,Fruit,Perennial,June-July,Year-round,150-180 days
Goa,Orange,Fruit,Perennial,June-July,Nov-Jan,180-210 days
Goa,Guava,Fruit,Perennial,June-July,Nov-Jan,120-150 days
Goa,Papaya,Fruit,Perennial,June-July,Year-round,270-330 days
Goa,Pomegranate,Fruit,Perennial,June-July,Nov-Jan,150-180 days
Goa,Apple,Fruit,Perennial,Jan-Feb,Aug-Oct,150-180 days
Goa,Grapes,Fruit,Perennial,Jan-Feb,March-May,120-150 days
Goa,Pineapple,Fruit,Perennial,June-July,Aug-Oct,450-500 days
Goa,Sapota,Fruit,Perennial,June-July,Year-round,150-180 days
Goa,Litchi,Fruit,Perennial,Jan-Feb,May-June,120-140 days
Goa,Jackfruit,Fruit,Perennial,June-July,April-June,120-150 days
Goa,Ber,Fruit,Perennial,June-July,Jan-Feb,150-180 days
Goa,Amla,Fruit,Perennial,June-July,Nov-Jan,180-210 days
Goa,Custard Apple,Fruit,Perennial,June-July,Oct-Nov,120-150 days
Goa,Watermelon,Fruit,Perennial,Jan-Feb,April-May,85-100 days
Goa,Muskmelon,Fruit,Perennial,Jan-Feb,April-May,80-95 days
Goa,Strawberry,Fruit,Perennial,Oct-Nov,Feb-March,120-150 days
Goa,Kiwi,Fruit,Perennial,Jan-Feb,Oct-Nov,200-240 days
Goa,Black Pepper,Spices,Kharif/Rabi,June-July,Jan-March,240-300 days
Goa,Small Cardamom,Spices,Kharif/Rabi,June-July,Aug-Feb,300-360 days
Goa,Large Cardamom,Spices,Kharif/Rabi,June-July,Oct-Dec,300-360 days
Goa,Clove,Spices,Kharif/Rabi,June-July,Jan-March,240-300 days
Goa,Nutmeg,Spices,Kharif/Rabi,June-July,Year-round,240-300 days
Goa,Cinnamon,Spices,Kharif/Rabi,June-July,Year-round,240-300 days
Goa,Cumin,Spices,Kharif/Rabi,Oct-Nov,Feb-March,110-120 days
Goa,Fennel,Spices,Kharif/Rabi,Oct-Nov,March-April,150-180 days
Goa,Coriander,Spices,Kharif/Rabi,Oct-Nov,Feb-March,110-130 days
Goa,Ajwain,Spices,Kharif/Rabi,Oct-Nov,March-April,150-170 days
Goa,Suva,Spices,Kharif/Rabi,Oct-Nov,Feb-March,120-140 days
Goa,Vanilla,Spices,Kharif/Rabi,June-July,Ongoing,365-365 days
Goa,Ashwagandha,Medicinal,Misc,Aug-Sept,Jan-Feb,150-180 days
Goa,Aloe Vera,Medicinal,Misc,June-July,Year-round,300-365 days
Goa,Tulsi,Medicinal,Misc,June-July,Sept-Oct,90-120 days
Goa,Mentha,Medicinal,Misc,Jan-Feb,May-June,100-120 days
Goa,Isabgol,Medicinal,Misc,Oct-Nov,March-April,110-130 days
Goa,Senna,Medicinal,Misc,June-July,Oct-Nov,110-130 days
Goa,Safed Musli,Medicinal,Misc,June-July,Dec-Jan,180-210 days
Goa,Kalmegh,Medicinal,Misc,June-July,Nov-Dec,120-150 days
Goa,Shatavari,Medicinal,Misc,June-July,Year-round,365-500 days
Goa,Guduchi,Medicinal,Misc,June-July,Year-round,365-365 days
Goa,Brahmi,Medicinal,Misc,June-July,Ongoing,90-120 days
Goa,Stevia,Medicinal,Misc,Feb-March,Ongoing,90-120 days
Goa,Marigold,Flower,Misc,June-July,Sept-Oct,60-90 days
Goa,Rose,Flower,Misc,Oct-Nov,Year-round,120-150 days
Goa,Jasmine,Flower,Misc,June-July,March-May,90-120 days
Goa,Chrysanthemum,Flower,Misc,June-July,Nov-Dec,120-150 days
Goa,Tuberose,Flower,Misc,Feb-March,July-Sept,150-180 days
Goa,Gladiolus,Flower,Misc,Oct-Nov,Jan-Feb,90-120 days
Goa,Gerbera,Flower,Misc,Year-round,Year-round,90-120 days
Goa,Carnation,Flower,Misc,Oct-Nov,Feb-March,150-180 days
Goa,Orchid,Flower,Misc,Year-round,Year-round,365-365 days
Goa,Crossandra,Flower,Misc,June-July,Oct-Nov,120-150 days
Goa,Aster,Flower,Misc,June-July,Sept-Oct,90-120 days
Goa,Lily,Flower,Misc,Oct-Nov,Jan-Feb,90-120 days
Goa,Jute,Fiber,Kharif,March-May,July-Sept,120-150 days
Goa,Cotton,Fiber,Kharif,May-July,Oct-Dec,160-210 days
Goa,Sugarcane,Sugar,Annual,Jan-March,Dec-March,300-360 days
Goa,Tea,Plantation,Perennial,March-April,Oct-Nov,180-240 days
Goa,Coffee,Plantation,Perennial,June-July,Nov-Jan,240-300 days
Goa,Rubber,Plantation,Perennial,June-July,Ongoing,365-365 days
Goa,Coconut,Plantation,Perennial,June-July,Ongoing,365-365 days
Goa,Cashew,Plantation,Perennial,June-July,Feb-May,120-150 days
Goa,Arecanut,Plantation,Perennial,June-July,Ongoing,365-365 days
Goa,Betelvine,Cash,Perennial,June-July,Year-round,365-365 days
Goa,Tobacco,Cash,Rabi,Oct-Nov,Feb-March,120-150 days
Goa,Indigo,Dye,Kharif,June-July,Sept-Oct,90-110 days
Goa,Henna,Dye,Kharif,June-July,Oct-Nov,120-150 days
Goa,Saffron,Spices,Rabi,Aug-Sept,Oct-Nov,60-90 days
Goa,Cocoa,Plantation,Perennial,June-July,Ongoing,365-365 days
Goa,Rice (Basmati-370),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (IR-64),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (Jaya),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (Swarna),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (Pusa-1121),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (KRH-2),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (PR-121),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (MTU-1010),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (BPT-5204),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (Sambha Mahsuri),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (Govind),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (Saket-4),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (Ratna),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (Sona),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (Mahsuri),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (ADT-36),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (ADT-43),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (CO-43),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (CO-51),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Rice (IR-36),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Goa,Wheat (HD-2967),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (HD-3086),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (PBW-343),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (Lok-1),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (Raj-3765),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (K-307),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (GW-322),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (Sharbati),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (Durum),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (Sonalika),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (Kalyan Sona),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (WH-1105),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (HI-1544),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (GW-496),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Wheat (DBW-187),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Goa,Maize (Ganga-5),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Goa,Maize (Deccan-103),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Goa,Maize (Pioneer-30V92),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Goa,Maize (HQPM-1),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Goa,Maize (Bio-9637),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Goa,Maize (Shaktiman-1),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Goa,Maize (Prabhat),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Goa,Maize (Kisan),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Goa,Maize (Jawahar),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Goa,Mango (Alphonso),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Dasheri),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Langra),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Chausa),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Kesar),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Badami),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Totapuri),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Neelum),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Amrapali),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Mallika),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Himsagar),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Banganapalli),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Suvarnarekha),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Fazli),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Mango (Gulabkhas),Fruit,Perennial,June-July,April-June,115-155 days
Goa,Potato (Kufri Jyoti),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Goa,Potato (Kufri Bahar),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Goa,Potato (Kufri Pukhraj),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Goa,Potato (Kufri Chandramukhi),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Goa,Potato (Kufri Sindhuri),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Goa,Potato (Kufri Badshah),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Goa,Potato (Kufri Lauvkar),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Goa,Potato (Kufri Chipsona),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Goa,Tomato (Pusa Ruby),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Goa,Tomato (Arka Vikas),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Goa,Tomato (Arka Saurabh),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Goa,Tomato (Vaishali),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Goa,Tomato (Abhinav),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Goa,Tomato (Pusa Early Dwarf),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Goa,Tomato (S-12),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Goa,Tomato (Arka Rakshak),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Goa,Tomato (Arka Samrat),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Goa,Banana (Grand Naine),Fruit,Perennial,June-July,Year-round,295-365 days
Goa,Banana (Robusta),Fruit,Perennial,June-July,Year-round,295-365 days
Goa,Banana (Dwarf Cavendish),Fruit,Perennial,June-July,Year-round,295-365 days
Goa,Banana (Poovan),Fruit,Perennial,June-July,Year-round,295-365 days
Goa,Banana (Rasthali),Fruit,Perennial,June-July,Year-round,295-365 days
Goa,Banana (Nendran),Fruit,Perennial,June-July,Year-round,295-365 days
Goa,Banana (Red Banana),Fruit,Perennial,June-July,Year-round,295-365 days
Goa,Banana (Elakki),Fruit,Perennial,June-July,Year-round,295-365 days
Goa,Cotton (BT-Cotton),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Goa,Cotton (H-777),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Goa,Cotton (MCU-5),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Goa,Cotton (Suvin),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Goa,Cotton (Bunny),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Goa,Cotton (Ajeet),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Goa,Cotton (DCH-32),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Goa,Cotton (JKHy-1),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Goa,Cotton (Varalaxmi),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Goa,Sugarcane (CO-0238),Sugar,Annual,Jan-March,Dec-March,295-365 days
Goa,Sugarcane (CO-86032),Sugar,Annual,Jan-March,Dec-March,295-365 days
Goa,Sugarcane (CO-419),Sugar,Annual,Jan-March,Dec-March,295-365 days
Goa,Sugarcane (CO-740),Sugar,Annual,Jan-March,Dec-March,295-365 days
Goa,Sugarcane (CO-8021),Sugar,Annual,Jan-March,Dec-March,295-365 days
Goa,Sugarcane (CO-671),Sugar,Annual,Jan-March,Dec-March,295-365 days
Goa,Sugarcane (CO-94012),Sugar,Annual,Jan-March,Dec-March,295-365 days
Goa,Sugarcane (CO-0118),Sugar,Annual,Jan-March,Dec-March,295-365 days
Goa,Mustard (Pusa-Bold),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Goa,Mustard (Varuna),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Goa,Mustard (RH-30),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Goa,Mustard (Kranti),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Goa,Mustard (Giriraj),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Goa,Mustard (Laxmi),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Goa,Mustard (Pusa Jai Kisan),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Goa,Brinjal (Pusa Purple Long),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Goa,Brinjal (Pusa Purple Round),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Goa,Brinjal (Arka Kusumakar),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Goa,Brinjal (Arka Neelkanth),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Goa,Brinjal (Pusa Anmol),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Goa,Onion (Agrifound Dark Red),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Goa,Onion (N-53),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Goa,Onion (Pusa Red),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Goa,Onion (Arka Kalyan),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Goa,Onion (Baswant-780),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Goa,Onion (Arka Niketan),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Goa,Chilli (Pusa Jwala),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Goa,Chilli (Arka Lohit),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Goa,Chilli (G-4),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Goa,Chilli (Byadagi),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Goa,Chilli (K-2),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Goa,Chilli (Bhavnagari),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Goa,Soybean (JS-335),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Goa,Soybean (JS-9560),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Goa,Soybean (NRC-37),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Goa,Soybean (PK-472),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Goa,Soybean (Bragg),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Goa,Ginger (Nadia),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
Goa,Ginger (Maran),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
